x_data_lb,t_data_lb,x_data_ub,t_data_ub,beta,nu,rho
0.0,0.0,6.283185307179586,0.0,35.0,0.0,0.0
0.0,0.010101010101010102,6.283185307179586,0.010101010101010102,35.0,0.0,0.0
0.0,0.020202020202020204,6.283185307179586,0.020202020202020204,35.0,0.0,0.0
0.0,0.030303030303030304,6.283185307179586,0.030303030303030304,35.0,0.0,0.0
0.0,0.04040404040404041,6.283185307179586,0.04040404040404041,35.0,0.0,0.0
0.0,0.05050505050505051,6.283185307179586,0.05050505050505051,35.0,0.0,0.0
0.0,0.06060606060606061,6.283185307179586,0.06060606060606061,35.0,0.0,0.0
0.0,0.07070707070707072,6.283185307179586,0.07070707070707072,35.0,0.0,0.0
0.0,0.08080808080808081,6.283185307179586,0.08080808080808081,35.0,0.0,0.0
0.0,0.09090909090909091,6.283185307179586,0.09090909090909091,35.0,0.0,0.0
0.0,0.10101010101010102,6.283185307179586,0.10101010101010102,35.0,0.0,0.0
0.0,0.11111111111111112,6.283185307179586,0.11111111111111112,35.0,0.0,0.0
0.0,0.12121212121212122,6.283185307179586,0.12121212121212122,35.0,0.0,0.0
0.0,0.13131313131313133,6.283185307179586,0.13131313131313133,35.0,0.0,0.0
0.0,0.14141414141414144,6.283185307179586,0.14141414141414144,35.0,0.0,0.0
0.0,0.15151515151515152,6.283185307179586,0.15151515151515152,35.0,0.0,0.0
0.0,0.16161616161616163,6.283185307179586,0.16161616161616163,35.0,0.0,0.0
0.0,0.17171717171717174,6.283185307179586,0.17171717171717174,35.0,0.0,0.0
0.0,0.18181818181818182,6.283185307179586,0.18181818181818182,35.0,0.0,0.0
0.0,0.19191919191919193,6.283185307179586,0.19191919191919193,35.0,0.0,0.0
0.0,0.20202020202020204,6.283185307179586,0.20202020202020204,35.0,0.0,0.0
0.0,0.21212121212121213,6.283185307179586,0.21212121212121213,35.0,0.0,0.0
0.0,0.22222222222222224,6.283185307179586,0.22222222222222224,35.0,0.0,0.0
0.0,0.23232323232323235,6.283185307179586,0.23232323232323235,35.0,0.0,0.0
0.0,0.24242424242424243,6.283185307179586,0.24242424242424243,35.0,0.0,0.0
0.0,0.25252525252525254,6.283185307179586,0.25252525252525254,35.0,0.0,0.0
0.0,0.26262626262626265,6.283185307179586,0.26262626262626265,35.0,0.0,0.0
0.0,0.27272727272727276,6.283185307179586,0.27272727272727276,35.0,0.0,0.0
0.0,0.2828282828282829,6.283185307179586,0.2828282828282829,35.0,0.0,0.0
0.0,0.29292929292929293,6.283185307179586,0.29292929292929293,35.0,0.0,0.0
0.0,0.30303030303030304,6.283185307179586,0.30303030303030304,35.0,0.0,0.0
