x_data,t_data,u_data,beta,nu,rho
4.614214209960009,0.38383838383838387,0.0,32.0,0.0,0.0
1.7426021750380885,0.8181818181818182,0.0,32.0,0.0,0.0
3.3379421944391554,0.5353535353535354,0.0,32.0,0.0,0.0
4.884194828627882,0.797979797979798,0.0,32.0,0.0,0.0
3.067961575771282,0.14141414141414144,0.0,32.0,0.0,0.0
5.522330836388308,0.7070707070707072,0.0,32.0,0.0,0.0
5.816855147662351,0.686868686868687,0.0,32.0,0.0,0.0
6.1850105367549055,0.7777777777777778,0.0,32.0,0.0,0.0
4.565126824747668,0.5454545454545455,0.0,32.0,0.0,0.0
1.2026409377023426,0.010101010101010102,0.0,32.0,0.0,0.0
4.7860200582032,0.5555555555555556,0.0,32.0,0.0,0.0
0.5645049299419159,0.787878787878788,0.0,32.0,0.0,0.0
1.8407769454627694,0.43434343434343436,0.0,32.0,0.0,0.0
0.1227184630308513,0.43434343434343436,0.0,32.0,0.0,0.0
4.9823695990525625,0.9797979797979799,0.0,32.0,0.0,0.0
6.086835766330224,1.0,0.0,32.0,0.0,0.0
5.71868037723767,0.6767676767676768,0.0,32.0,0.0,0.0
2.6998061866787286,0.5252525252525253,0.0,32.0,0.0,0.0
2.5280003384355365,0.30303030303030304,0.0,32.0,0.0,0.0
6.111379458936394,0.8282828282828284,0.0,32.0,0.0,0.0
2.724349879284899,0.9797979797979799,0.0,32.0,0.0,0.0
5.473243451175968,0.6363636363636365,0.0,32.0,0.0,0.0
1.055378782065321,0.3434343434343435,0.0,32.0,0.0,0.0
6.062292073724054,0.32323232323232326,0.0,32.0,0.0,0.0
0.44178646691106466,0.4747474747474748,0.0,32.0,0.0,0.0
0.7117670855789375,0.9191919191919192,0.0,32.0,0.0,0.0
4.196971435655114,0.5555555555555556,0.0,32.0,0.0,0.0
6.258641614573416,0.7777777777777778,0.0,32.0,0.0,0.0
6.135923151542564,0.36363636363636365,0.0,32.0,0.0,0.0
4.540583132141498,0.22222222222222224,0.0,32.0,0.0,0.0
6.1850105367549055,0.2828282828282829,0.0,32.0,0.0,0.0
4.270602513473625,0.888888888888889,0.0,32.0,0.0,0.0
5.473243451175968,0.9090909090909092,0.0,32.0,0.0,0.0
2.6016314162540475,0.15151515151515152,0.0,32.0,0.0,0.0
4.417864669110647,0.6262626262626263,0.0,32.0,0.0,0.0
4.908738521234052,0.04040404040404041,0.0,32.0,0.0,0.0
6.013204688511713,0.15151515151515152,0.0,32.0,0.0,0.0
0.36815538909255385,0.8787878787878789,0.0,32.0,0.0,0.0
