x_data_lb,t_data_lb,x_data_ub,t_data_ub,beta,nu,rho
0.0,0.0,6.283185307179586,0.0,2.0,0.0,0.0
0.0,0.010101010101010102,6.283185307179586,0.010101010101010102,2.0,0.0,0.0
0.0,0.020202020202020204,6.283185307179586,0.020202020202020204,2.0,0.0,0.0
0.0,0.030303030303030304,6.283185307179586,0.030303030303030304,2.0,0.0,0.0
0.0,0.04040404040404041,6.283185307179586,0.04040404040404041,2.0,0.0,0.0
0.0,0.05050505050505051,6.283185307179586,0.05050505050505051,2.0,0.0,0.0
0.0,0.06060606060606061,6.283185307179586,0.06060606060606061,2.0,0.0,0.0
0.0,0.07070707070707072,6.283185307179586,0.07070707070707072,2.0,0.0,0.0
0.0,0.08080808080808081,6.283185307179586,0.08080808080808081,2.0,0.0,0.0
0.0,0.09090909090909091,6.283185307179586,0.09090909090909091,2.0,0.0,0.0
0.0,0.10101010101010102,6.283185307179586,0.10101010101010102,2.0,0.0,0.0
0.0,0.11111111111111112,6.283185307179586,0.11111111111111112,2.0,0.0,0.0
0.0,0.12121212121212122,6.283185307179586,0.12121212121212122,2.0,0.0,0.0
0.0,0.13131313131313133,6.283185307179586,0.13131313131313133,2.0,0.0,0.0
0.0,0.14141414141414144,6.283185307179586,0.14141414141414144,2.0,0.0,0.0
0.0,0.15151515151515152,6.283185307179586,0.15151515151515152,2.0,0.0,0.0
0.0,0.16161616161616163,6.283185307179586,0.16161616161616163,2.0,0.0,0.0
0.0,0.17171717171717174,6.283185307179586,0.17171717171717174,2.0,0.0,0.0
0.0,0.18181818181818182,6.283185307179586,0.18181818181818182,2.0,0.0,0.0
0.0,0.19191919191919193,6.283185307179586,0.19191919191919193,2.0,0.0,0.0
0.0,0.20202020202020204,6.283185307179586,0.20202020202020204,2.0,0.0,0.0
0.0,0.21212121212121213,6.283185307179586,0.21212121212121213,2.0,0.0,0.0
0.0,0.22222222222222224,6.283185307179586,0.22222222222222224,2.0,0.0,0.0
0.0,0.23232323232323235,6.283185307179586,0.23232323232323235,2.0,0.0,0.0
0.0,0.24242424242424243,6.283185307179586,0.24242424242424243,2.0,0.0,0.0
0.0,0.25252525252525254,6.283185307179586,0.25252525252525254,2.0,0.0,0.0
0.0,0.26262626262626265,6.283185307179586,0.26262626262626265,2.0,0.0,0.0
0.0,0.27272727272727276,6.283185307179586,0.27272727272727276,2.0,0.0,0.0
0.0,0.2828282828282829,6.283185307179586,0.2828282828282829,2.0,0.0,0.0
0.0,0.29292929292929293,6.283185307179586,0.29292929292929293,2.0,0.0,0.0
0.0,0.30303030303030304,6.283185307179586,0.30303030303030304,2.0,0.0,0.0
0.0,0.31313131313131315,6.283185307179586,0.31313131313131315,2.0,0.0,0.0
0.0,0.32323232323232326,6.283185307179586,0.32323232323232326,2.0,0.0,0.0
0.0,0.33333333333333337,6.283185307179586,0.33333333333333337,2.0,0.0,0.0
0.0,0.3434343434343435,6.283185307179586,0.3434343434343435,2.0,0.0,0.0
0.0,0.3535353535353536,6.283185307179586,0.3535353535353536,2.0,0.0,0.0
0.0,0.36363636363636365,6.283185307179586,0.36363636363636365,2.0,0.0,0.0
0.0,0.37373737373737376,6.283185307179586,0.37373737373737376,2.0,0.0,0.0
0.0,0.38383838383838387,6.283185307179586,0.38383838383838387,2.0,0.0,0.0
0.0,0.393939393939394,6.283185307179586,0.393939393939394,2.0,0.0,0.0
0.0,0.4040404040404041,6.283185307179586,0.4040404040404041,2.0,0.0,0.0
0.0,0.4141414141414142,6.283185307179586,0.4141414141414142,2.0,0.0,0.0
0.0,0.42424242424242425,6.283185307179586,0.42424242424242425,2.0,0.0,0.0
0.0,0.43434343434343436,6.283185307179586,0.43434343434343436,2.0,0.0,0.0
0.0,0.4444444444444445,6.283185307179586,0.4444444444444445,2.0,0.0,0.0
0.0,0.4545454545454546,6.283185307179586,0.4545454545454546,2.0,0.0,0.0
0.0,0.4646464646464647,6.283185307179586,0.4646464646464647,2.0,0.0,0.0
0.0,0.4747474747474748,6.283185307179586,0.4747474747474748,2.0,0.0,0.0
0.0,0.48484848484848486,6.283185307179586,0.48484848484848486,2.0,0.0,0.0
0.0,0.494949494949495,6.283185307179586,0.494949494949495,2.0,0.0,0.0
0.0,0.5050505050505051,6.283185307179586,0.5050505050505051,2.0,0.0,0.0
0.0,0.5151515151515152,6.283185307179586,0.5151515151515152,2.0,0.0,0.0
0.0,0.5252525252525253,6.283185307179586,0.5252525252525253,2.0,0.0,0.0
0.0,0.5353535353535354,6.283185307179586,0.5353535353535354,2.0,0.0,0.0
0.0,0.5454545454545455,6.283185307179586,0.5454545454545455,2.0,0.0,0.0
0.0,0.5555555555555556,6.283185307179586,0.5555555555555556,2.0,0.0,0.0
0.0,0.5656565656565657,6.283185307179586,0.5656565656565657,2.0,0.0,0.0
0.0,0.5757575757575758,6.283185307179586,0.5757575757575758,2.0,0.0,0.0
0.0,0.5858585858585859,6.283185307179586,0.5858585858585859,2.0,0.0,0.0
0.0,0.595959595959596,6.283185307179586,0.595959595959596,2.0,0.0,0.0
0.0,0.6060606060606061,6.283185307179586,0.6060606060606061,2.0,0.0,0.0
0.0,0.6161616161616162,6.283185307179586,0.6161616161616162,2.0,0.0,0.0
0.0,0.6262626262626263,6.283185307179586,0.6262626262626263,2.0,0.0,0.0
