x_data_lb,t_data_lb,x_data_ub,t_data_ub,beta,nu,rho
0.0,0.0,6.283185307179586,0.0,15.0,0.0,0.0
0.0,0.010101010101010102,6.283185307179586,0.010101010101010102,15.0,0.0,0.0
0.0,0.020202020202020204,6.283185307179586,0.020202020202020204,15.0,0.0,0.0
0.0,0.030303030303030304,6.283185307179586,0.030303030303030304,15.0,0.0,0.0
0.0,0.04040404040404041,6.283185307179586,0.04040404040404041,15.0,0.0,0.0
0.0,0.05050505050505051,6.283185307179586,0.05050505050505051,15.0,0.0,0.0
0.0,0.06060606060606061,6.283185307179586,0.06060606060606061,15.0,0.0,0.0
0.0,0.07070707070707072,6.283185307179586,0.07070707070707072,15.0,0.0,0.0
0.0,0.08080808080808081,6.283185307179586,0.08080808080808081,15.0,0.0,0.0
0.0,0.09090909090909091,6.283185307179586,0.09090909090909091,15.0,0.0,0.0
0.0,0.10101010101010102,6.283185307179586,0.10101010101010102,15.0,0.0,0.0
0.0,0.11111111111111112,6.283185307179586,0.11111111111111112,15.0,0.0,0.0
0.0,0.12121212121212122,6.283185307179586,0.12121212121212122,15.0,0.0,0.0
0.0,0.13131313131313133,6.283185307179586,0.13131313131313133,15.0,0.0,0.0
0.0,0.14141414141414144,6.283185307179586,0.14141414141414144,15.0,0.0,0.0
0.0,0.15151515151515152,6.283185307179586,0.15151515151515152,15.0,0.0,0.0
0.0,0.16161616161616163,6.283185307179586,0.16161616161616163,15.0,0.0,0.0
0.0,0.17171717171717174,6.283185307179586,0.17171717171717174,15.0,0.0,0.0
0.0,0.18181818181818182,6.283185307179586,0.18181818181818182,15.0,0.0,0.0
0.0,0.19191919191919193,6.283185307179586,0.19191919191919193,15.0,0.0,0.0
0.0,0.20202020202020204,6.283185307179586,0.20202020202020204,15.0,0.0,0.0
0.0,0.21212121212121213,6.283185307179586,0.21212121212121213,15.0,0.0,0.0
0.0,0.22222222222222224,6.283185307179586,0.22222222222222224,15.0,0.0,0.0
0.0,0.23232323232323235,6.283185307179586,0.23232323232323235,15.0,0.0,0.0
0.0,0.24242424242424243,6.283185307179586,0.24242424242424243,15.0,0.0,0.0
0.0,0.25252525252525254,6.283185307179586,0.25252525252525254,15.0,0.0,0.0
0.0,0.26262626262626265,6.283185307179586,0.26262626262626265,15.0,0.0,0.0
0.0,0.27272727272727276,6.283185307179586,0.27272727272727276,15.0,0.0,0.0
0.0,0.2828282828282829,6.283185307179586,0.2828282828282829,15.0,0.0,0.0
0.0,0.29292929292929293,6.283185307179586,0.29292929292929293,15.0,0.0,0.0
0.0,0.30303030303030304,6.283185307179586,0.30303030303030304,15.0,0.0,0.0
0.0,0.31313131313131315,6.283185307179586,0.31313131313131315,15.0,0.0,0.0
0.0,0.32323232323232326,6.283185307179586,0.32323232323232326,15.0,0.0,0.0
0.0,0.33333333333333337,6.283185307179586,0.33333333333333337,15.0,0.0,0.0
0.0,0.3434343434343435,6.283185307179586,0.3434343434343435,15.0,0.0,0.0
0.0,0.3535353535353536,6.283185307179586,0.3535353535353536,15.0,0.0,0.0
0.0,0.36363636363636365,6.283185307179586,0.36363636363636365,15.0,0.0,0.0
0.0,0.37373737373737376,6.283185307179586,0.37373737373737376,15.0,0.0,0.0
0.0,0.38383838383838387,6.283185307179586,0.38383838383838387,15.0,0.0,0.0
0.0,0.393939393939394,6.283185307179586,0.393939393939394,15.0,0.0,0.0
0.0,0.4040404040404041,6.283185307179586,0.4040404040404041,15.0,0.0,0.0
0.0,0.4141414141414142,6.283185307179586,0.4141414141414142,15.0,0.0,0.0
0.0,0.42424242424242425,6.283185307179586,0.42424242424242425,15.0,0.0,0.0
0.0,0.43434343434343436,6.283185307179586,0.43434343434343436,15.0,0.0,0.0
0.0,0.4444444444444445,6.283185307179586,0.4444444444444445,15.0,0.0,0.0
0.0,0.4545454545454546,6.283185307179586,0.4545454545454546,15.0,0.0,0.0
0.0,0.4646464646464647,6.283185307179586,0.4646464646464647,15.0,0.0,0.0
0.0,0.4747474747474748,6.283185307179586,0.4747474747474748,15.0,0.0,0.0
0.0,0.48484848484848486,6.283185307179586,0.48484848484848486,15.0,0.0,0.0
0.0,0.494949494949495,6.283185307179586,0.494949494949495,15.0,0.0,0.0
0.0,0.5050505050505051,6.283185307179586,0.5050505050505051,15.0,0.0,0.0
0.0,0.5151515151515152,6.283185307179586,0.5151515151515152,15.0,0.0,0.0
0.0,0.5252525252525253,6.283185307179586,0.5252525252525253,15.0,0.0,0.0
0.0,0.5353535353535354,6.283185307179586,0.5353535353535354,15.0,0.0,0.0
0.0,0.5454545454545455,6.283185307179586,0.5454545454545455,15.0,0.0,0.0
0.0,0.5555555555555556,6.283185307179586,0.5555555555555556,15.0,0.0,0.0
0.0,0.5656565656565657,6.283185307179586,0.5656565656565657,15.0,0.0,0.0
0.0,0.5757575757575758,6.283185307179586,0.5757575757575758,15.0,0.0,0.0
0.0,0.5858585858585859,6.283185307179586,0.5858585858585859,15.0,0.0,0.0
0.0,0.595959595959596,6.283185307179586,0.595959595959596,15.0,0.0,0.0
0.0,0.6060606060606061,6.283185307179586,0.6060606060606061,15.0,0.0,0.0
0.0,0.6161616161616162,6.283185307179586,0.6161616161616162,15.0,0.0,0.0
0.0,0.6262626262626263,6.283185307179586,0.6262626262626263,15.0,0.0,0.0
0.0,0.6363636363636365,6.283185307179586,0.6363636363636365,15.0,0.0,0.0
0.0,0.6464646464646465,6.283185307179586,0.6464646464646465,15.0,0.0,0.0
0.0,0.6565656565656566,6.283185307179586,0.6565656565656566,15.0,0.0,0.0
0.0,0.6666666666666667,6.283185307179586,0.6666666666666667,15.0,0.0,0.0
0.0,0.6767676767676768,6.283185307179586,0.6767676767676768,15.0,0.0,0.0
0.0,0.686868686868687,6.283185307179586,0.686868686868687,15.0,0.0,0.0
0.0,0.696969696969697,6.283185307179586,0.696969696969697,15.0,0.0,0.0
0.0,0.7070707070707072,6.283185307179586,0.7070707070707072,15.0,0.0,0.0
0.0,0.7171717171717172,6.283185307179586,0.7171717171717172,15.0,0.0,0.0
0.0,0.7272727272727273,6.283185307179586,0.7272727272727273,15.0,0.0,0.0
0.0,0.7373737373737375,6.283185307179586,0.7373737373737375,15.0,0.0,0.0
0.0,0.7474747474747475,6.283185307179586,0.7474747474747475,15.0,0.0,0.0
0.0,0.7575757575757577,6.283185307179586,0.7575757575757577,15.0,0.0,0.0
0.0,0.7676767676767677,6.283185307179586,0.7676767676767677,15.0,0.0,0.0
